,Issuance_Date,Asset_Class,Deal_Name,Region,Ticker,Tranche,Currency,Size(M),WAL,WALX,Moodys,S&P,Fitch,DBRS,Kroll,MorningStar,C/E,LTV,TYPE,Bench,Guidance-L,Guidance-H,Spread,Coupon,Yield,Issue_Price,PricingSpeed,Market_Type
CAS-2020-R01,2020-01-14,RMBS,CAS-2020-R01,USOA,CAS,1M-2,USD,523.509,6.25,-,-,-,B,-,BB,-,0.95%,-,Floating,1mL,215,225,205,1mL+205,-,100.00000,-,CRT
CAS-2020-R01,2020-01-14,RMBS,CAS-2020-R01,USOA,CAS,1B-1,USD,206.648,7.01,-,-,-,NR,-,NR,-,0.20%,-,Floating,1mL,340,350,325,1mL+325,-,100.00000,-,CRT
COLT-2020-1,2020-01-15,RMBS,COLT-2020-1,USOA,COLT,A-3,USD,32.745,2.22,-,-,-,A,-,-,-,7.95%,-,Fixed,Swaps,120a,120a,120,2.90%,2.823%,99.99898,-,Performing
OBX-2020-INV1,2020-01-15,RMBS,OBX-2020-INV1,USOA,OBX,A5,USD,209.783,4.74,-,Aaa,-,-,-,AAA,-,20.00%,-,Fixed,UMBS%,0-24-0-26,3.5,0-24,3.5,3.50%,-,15%,PassThroughPrimeJumbo
OBX-2020-INV1,2020-01-15,RMBS,OBX-2020-INV1,USOA,OBX,A11,USD,89.907,4.74,-,Aaa,-,-,-,AAA,-,20.00%,-,Floating,1mL,95,100,90,1mL+90,-,99.99584,15%,PassThroughPrimeJumbo
OBX-2020-INV1,2020-01-15,RMBS,OBX-2020-INV1,USOA,OBX,A21,USD,37.457,4.74,-,Aa1,-,-,-,AAA,-,10.00%,-,Fixed,UMBS%,1-06-1-12,3.5,1-06,3.5,3.50%,-,15%,PassThroughPrimeJumbo
COLT-2020-1,2020-01-15,RMBS,COLT-2020-1,USOA,COLT,A-1,USD,276.956,2.22,-,-,-,AAA,-,-,-,24.30%,-,Fixed,Swaps,85a,85a,80,2.49%,2.423%,99.99896,-,Performing
COLT-2020-1,2020-01-15,RMBS,COLT-2020-1,USOA,COLT,A-2,USD,27.074,2.22,-,-,-,AA,-,-,-,16.90%,-,Fixed,Swaps,100,105,100,2.69%,2.623%,99.99987,-,Performing
LAN-2020-1,2020-01-16,RMBS,LAN-2020-1,EMEA,LAN,1A,USD,250.000,2.81,-,Aaa,AAA,-,-,-,AAA,12.00%,-,Fixed,Swaps,67,70,65,2.28%,2.277%,100.00000,-,UK
JPMMT-2020-LTV1,2020-01-16,RMBS,JPMMT-2020-LTV1,USOA,JPMMT,A3,USD,128.140,4.40,-,Aaa,-,-,AAA,-,-,-,-,Fixed,UMBS%,-,-,1-00bk,3.5,3.50%,-,15%,PassThroughPrimeJumbo
JPMMT-2020-LTV1,2020-01-16,RMBS,JPMMT-2020-LTV1,USOA,JPMMT,A4,USD,82.994,2.44,-,Aaa,-,-,AAA,-,-,-,-,Fixed,DW%,-,-,2-06,3.5,3.50%,-,15%,PassThroughPrimeJumbo
JPMMT-2020-LTV1,2020-01-16,RMBS,JPMMT-2020-LTV1,USOA,JPMMT,A15,USD,43.044,4.40,-,Aa1,-,-,AAA,-,-,-,-,Fixed,UMBS%,-,-,-14,3.5,3.50%,-,15%,PassThroughPrimeJumbo
JPMMT-2020-LTV1,2020-01-16,RMBS,JPMMT-2020-LTV1,USOA,JPMMT,A11,USD,83.902,4.40,-,Aaa,-,-,AAA,-,-,-,-,Floating,1mL,-,-,100,1mL+100,-,99.99757,15%,PassThroughPrimeJumbo
JPMMT-2020-LTV1,2020-01-16,RMBS,JPMMT-2020-LTV1,USOA,JPMMT,A5,USD,27.665,10.27,-,Aaa,-,-,AAA,-,-,-,-,Fixed,Swaps,-,-,135,3.50%,3.121%,103.19317,15%,PassThroughPrimeJumbo
GSMBS-2020-PJ1,2020-01-17,RMBS,GSMBS-2020-PJ1,USOA,GSMBS,A4,USD,40.168,4.92,-,-,-,AAA,AAA,-,-,6.05%,-,Fixed,-,<0,12>,<0-12>,-,3.096%,101.57813,15%,PassThroughPrimeJumbo
GSMBS-2020-PJ1,2020-01-17,RMBS,GSMBS-2020-PJ1,USOA,GSMBS,A8,USD,50.000,11.40,-,-,-,AAA,AAA,-,-,15.00%,-,Fixed,Swaps,135a,135a,135,-,3.144%,103.26195,15%,PassThroughPrimeJumbo
GSMBS-2020-PJ1,2020-01-17,RMBS,GSMBS-2020-PJ1,USOA,GSMBS,A6,USD,150.000,2.76,-,-,-,AAA,AAA,-,-,15.00%,-,Fixed,DW3.5%,1,28,1-28,-,2.615%,102.12500,15%,PassThroughPrimeJumbo
GSMBS-2020-PJ1,2020-01-17,RMBS,GSMBS-2020-PJ1,USOA,GSMBS,A1,USD,181.483,4.92,-,-,-,AAA,AAA,-,-,15.00%,-,Fixed,FN3.5%,1,02,1-02,-,3.010%,101.95313,15%,PassThroughPrimeJumbo
AOMT-2020-1,2020-01-17,RMBS,AOMT-2020-1,USOA,AOMT,B-1,USD,12.714,4.09,-,-,BB,-,-,BB,-,5.55%,-,Fixed,Swaps,215a,215a,210,3.76%,3.727%,99.99756,-,Performing
AOMT-2020-1,2020-01-17,RMBS,AOMT-2020-1,USOA,AOMT,A-1,USD,228.480,2.06,-,-,AAA,-,-,AAA,-,36.20%,-,Fixed,Swaps,80,85,75,2.47%,2.396%,99.99819,-,Performing
AOMT-2020-1,2020-01-17,RMBS,AOMT-2020-1,USOA,AOMT,A-2,USD,23.994,2.06,-,-,AA,-,-,AA+,-,29.50%,-,Fixed,Swaps,100a,100a,95,2.67%,2.596%,99.99993,-,Performing
AOMT-2020-1,2020-01-17,RMBS,AOMT-2020-1,USOA,AOMT,A-3,USD,47.809,2.06,-,-,A,-,-,A+,-,16.15%,-,Fixed,Swaps,110a,110a,105,2.77%,2.696%,99.99898,-,Performing
AOMT-2020-1,2020-01-17,RMBS,AOMT-2020-1,USOA,AOMT,M-1,USD,25.247,4.09,-,-,BBB-,-,-,BBB,-,9.10%,-,Fixed,Swaps,155a,155a,150,3.16%,3.127%,99.99693,-,Performing
VOLT-2020-NPL2,2020-01-21,RMBS,VOLT-2020-NPL2,USOA,VOLT,A-2,USD,55.000,3.00,-,-,-,-,-,-,-,22.99%,-,Fixed,YLD,4.375%,4.500%,-,4.34%,4.375%,100.00000,-,NonPerforming
RMIR-2020-1,2020-01-21,RMBS,RMIR-2020-1,USOA,RMIR,M-1A,USD,94.866,1.51,-,-,-,-,-,-,BBB-,6.90%,-,Floating,1mL,100,110,95,1mL+95,-,100.00000,-,CRT
RMIR-2020-1,2020-01-21,RMBS,RMIR-2020-1,USOA,RMIR,M-1B,USD,133.675,2.96,-,-,-,-,-,-,BB+,5.35%,-,Floating,1mL,150a,150a,145,1mL+145,-,100.00000,-,CRT
RMIR-2020-1,2020-01-21,RMBS,RMIR-2020-1,USOA,RMIR,M-1C,USD,77.617,4.38,-,-,-,-,-,-,BB-,4.45%,-,Floating,1mL,190,200,175,1mL+175,-,100.00000,-,CRT
RMIR-2020-1,2020-01-21,RMBS,RMIR-2020-1,USOA,RMIR,M-2A,USD,125.051,5.91,-,-,-,-,-,-,B,3.00%,-,Floating,1mL,215,225,200,1mL+200,-,100.00000,-,CRT
RMIR-2020-1,2020-01-21,RMBS,RMIR-2020-1,USOA,RMIR,M-2B,USD,43.120,6.71,-,-,-,-,-,-,B-,2.50%,-,Floating,1mL,250a,250a,225,1mL+225,-,100.00000,-,CRT
RMIR-2020-1,2020-01-21,RMBS,RMIR-2020-1,USOA,RMIR,B-1,USD,21.560,6.74,-,-,-,-,-,-,NR,2.25%,-,Floating,1mL,325,350,300,1mL+300,-,100.00000,-,CRT
VOLT-2020-NPL2,2020-01-21,RMBS,VOLT-2020-NPL2,USOA,VOLT,A-1B,USD,97.000,3.00,-,-,-,-,-,-,-,29.74%,-,Fixed,YLD,3.700%a,3.700%a,-,3.67%,3.700%,100.00000,-,NonPerforming
VOLT-2020-NPL2,2020-01-21,RMBS,VOLT-2020-NPL2,USOA,VOLT,A-1A,USD,475.000,1.45,-,-,-,-,-,-,-,41.66%,-,Fixed,YLD,3.125%a,3.125%a,-,2.98%,3.000%,100.00000,-,NonPerforming
RBIT-2020-1,2020-01-22,RMBS,RBIT-2020-1,USOA,RBIT,M-3,USD,7.469,2.70,-,Baa3,-,-,-,-,-,9.25%,-,Fixed,Swaps,150,155,140,2.96%,2.982%,99.99993,-,Performing
RBIT-2020-1,2020-01-22,RMBS,RBIT-2020-1,USOA,RBIT,A,USD,115.103,1.14,-,Aaa,-,-,-,-,-,34.50%,-,Fixed,EDSF,55,60,50,2.16%,2.168%,99.99994,-,Performing
RBIT-2020-1,2020-01-22,RMBS,RBIT-2020-1,USOA,RBIT,M-1,USD,27.678,2.32,-,Aa3,-,-,-,-,-,18.75%,-,Fixed,Swaps,80,85,75,2.33%,2.343%,99.99992,-,Performing
RBIT-2020-1,2020-01-22,RMBS,RBIT-2020-1,USOA,RBIT,M-2,USD,9.225,2.53,-,A3,-,-,-,-,-,13.50%,-,Fixed,Swaps,110,115,105,2.62%,2.637%,99.99996,-,Performing
RBIT-2020-1,2020-01-22,RMBS,RBIT-2020-1,USOA,RBIT,M-4,USD,6.590,2.86,-,Ba3,-,-,-,-,-,5.50%,-,Fixed,Swaps,275a,275a,265,4.19%,4.228%,99.99998,-,Performing
STACR-2020-DNA1,2020-01-22,RMBS,STACR-2020-DNA1,USOA,STACR,B-2,USD,126.000,9.99,-,-,NR,-,-,NR,-,0.10%,-,Floating,1mL,540,550,525,1mL+525,-,100.00000,-,CRT
STACR-2020-DNA1,2020-01-22,RMBS,STACR-2020-DNA1,USOA,STACR,B-1,USD,106.000,9.99,-,-,B,-,-,B+,-,0.60%,-,Floating,1mL,240,250,230,1mL+230,-,100.00000,-,CRT
STACR-2020-DNA1,2020-01-22,RMBS,STACR-2020-DNA1,USOA,STACR,M-2,USD,350.000,6.06,-,-,BB-,-,-,BB,-,1.10%,-,Floating,1mL,170,175,170,1mL+170,-,100.00000,-,CRT
STACR-2020-DNA1,2020-01-22,RMBS,STACR-2020-DNA1,USOA,STACR,M-1,USD,212.000,1.73,-,-,BBB+,-,-,BBB+,-,2.75%,-,Floating,1mL,70,75,70,1mL+70,-,100.00000,-,CRT
RBIT-2020-1,2020-01-22,RMBS,RBIT-2020-1,USOA,RBIT,M-5,USD,9.665,3.03,-,NR,-,-,-,-,-,-,-,Fixed,YLD,6.5%a,6.5%a,-,6.00%,6.375%,99.19656,-,Performing
VERUS-2020-1,2020-01-23,RMBS,VERUS-2020-1,USOA,VERUS,A-3,USD,80.757,2.07,-,-,A,-,-,A+,-,14.80%,-,Fixed,Swaps,110a,110a,108,2.72%,2.648%,99.99813,-,Performing
VERUS-2020-1,2020-01-23,RMBS,VERUS-2020-1,USOA,VERUS,A-2,USD,42.301,2.07,-,-,AA,-,-,AA+,-,26.35%,-,Fixed,Swaps,100a,100a,100,2.64%,2.568%,99.99813,-,Performing
VERUS-2020-1,2020-01-23,RMBS,VERUS-2020-1,USOA,VERUS,M-1,USD,47.895,3.99,-,-,BBB-,-,-,BBB+,-,7.95%,-,Fixed,Swaps,150a,150a,145,3.02%,2.986%,99.99910,-,Performing
VERUS-2020-1,2020-01-23,RMBS,VERUS-2020-1,USOA,VERUS,B-1,USD,20.627,3.99,-,-,BB,-,-,BB+,-,5.00%,-,Fixed,Swaps,215a,215a,205,3.62%,3.586%,99.99771,-,Performing
VERUS-2020-1,2020-01-23,RMBS,VERUS-2020-1,USOA,VERUS,A-1,USD,472.657,2.07,-,-,AAA,-,-,AAA,-,32.40%,-,Fixed,Swaps,80a,80a,78,2.42%,2.348%,99.99927,-,Performing
TVC-2020-RTL1,2020-01-24,RMBS,TVC-2020-RTL1,USOA,TVC,A2,USD,18.500,2.65,-,-,-,-,-,-,-,10.00%,-,Fixed,YLD,4.10,4.25%,-,3.97%,4.000%,99.99990,-,Performing
TVC-2020-RTL1,2020-01-24,RMBS,TVC-2020-RTL1,USOA,TVC,A1,USD,148.000,2.35,-,-,-,-,-,-,-,20.00%,-,Fixed,YLD,3.65,3.80%,-,3.47%,3.500%,99.99837,-,Performing
TPMT-2020-1,2020-01-24,RMBS,TPMT-2020-1,USOA,TPMT,M1,USD,7.000,11.61,-,-,-,BBB,A,-,-,17.10%,-,Fixed,Swaps,-,-,150,3.50%,3.164%,103.23063,-,Performing
TPMT-2020-1,2020-01-24,RMBS,TPMT-2020-1,USOA,TPMT,A2B,USD,23.709,10.61,-,-,-,A,-,-,-,20.30%,-,Fixed,Swaps,-,-,130,3.25%,2.939%,102.77957,-,Performing
TPMT-2020-1,2020-01-24,RMBS,TPMT-2020-1,USOA,TPMT,A2A,USD,56.756,9.18,-,-,-,AA-,AAA,-,-,23.60%,-,Fixed,Swaps,-,-,110,3.10%,2.699%,103.17299,-,Performing
JPMMT-2020-1,2020-01-24,RMBS,JPMMT-2020-1,USOA,JPMMT,A4,USD,110.900,2.75,-,Aaa,-,-,-,AAA,-,-,-,Fixed,DW%,-,-,2-02bk,3.5,3.50%,-,-,PassThroughPrimeJumbo
TVC-2020-RTL1,2020-01-24,RMBS,TVC-2020-RTL1,USOA,TVC,M,USD,9.250,2.65,-,-,-,-,-,-,-,5.00%,-,Fixed,YLD,5.35,5.50%,-,5.19%,5.250%,99.99894,-,Performing
PSMC-2020-1,2020-01-24,RMBS,PSMC-2020-1,USOA,PSMC,A12,USD,31.000,10.06,-,-,-,AAA,-,AAA,-,15.00%,-,Fixed,Swaps,130,135,135,3.50%,-,104.30335,15%,PassThroughPrimeJumbo
JPMMT-2020-1,2020-01-24,RMBS,JPMMT-2020-1,USOA,JPMMT,A5,USD,15.000,11.56,-,Aaa,-,-,-,AAA,-,-,-,Fixed,Swaps,-,-,130,3.50%,-,105.05899,-,PassThroughPrimeJumbo
JPMMT-2020-1,2020-01-24,RMBS,JPMMT-2020-1,USOA,JPMMT,A5A,USD,28.633,11.56,-,Aaa,-,-,-,AAA,-,-,-,Fixed,Swaps,-,-,110,3.00%,-,102.22272,-,PassThroughPrimeJumbo
JPMMT-2020-1,2020-01-24,RMBS,JPMMT-2020-1,USOA,JPMMT,A6,USD,82.174,2.00,-,Aaa,-,-,-,AAA,-,-,-,Fixed,Swaps,-,-,100,3.50%,-,101.63001,-,PassThroughPrimeJumbo
JPMMT-2020-1,2020-01-24,RMBS,JPMMT-2020-1,USOA,JPMMT,A3,USD,294.741,4.96,-,Aaa,-,-,-,AAA,-,-,-,Fixed,UMBS%,-,-,0-28bk,3.5,3.50%,-,-,PassThroughPrimeJumbo
JPMMT-2020-1,2020-01-24,RMBS,JPMMT-2020-1,USOA,JPMMT,A7,USD,55.902,9.30,-,Aaa,-,-,-,AAA,-,-,-,Fixed,Swaps,-,-,130,3.50%,-,104.60578,-,PassThroughPrimeJumbo
JPMMT-2020-1,2020-01-24,RMBS,JPMMT-2020-1,USOA,JPMMT,A11,USD,41.001,4.96,-,Aaa,-,-,-,AAA,-,-,-,Floating,1mL,-,-,95,1mL+95,-,99.99755,-,PassThroughPrimeJumbo
JPMMT-2020-1,2020-01-24,RMBS,JPMMT-2020-1,USOA,JPMMT,A15,USD,46.617,4.96,-,Aa1,-,-,-,AAA,-,-,-,Fixed,UMBS%,-,-,1-08bk,3.5,3.50%,-,-,PassThroughPrimeJumbo
PSMC-2020-1,2020-01-24,RMBS,PSMC-2020-1,USOA,PSMC,A1,USD,241.840,4.33,-,-,-,AAA,-,AAA,-,15.00%,-,Fixed,UMBS%,0,28,3.5%,3.50%,-,102.21875,15%,PassThroughPrimeJumbo
PSMC-2020-1,2020-01-24,RMBS,PSMC-2020-1,USOA,PSMC,A3,USD,93.000,2.42,-,-,-,AAA,-,AAA,-,15.00%,-,Fixed,DW%,1,28,3.5%,3.50%,-,102.09375,15%,PassThroughPrimeJumbo
JPMMT-2020-1,2020-01-24,RMBS,JPMMT-2020-1,USOA,JPMMT,A4A,USD,20.000,2.75,-,Aaa,-,-,-,AAA,-,-,-,Fixed,DW%,-,-,1-22bk,3.0,3.00%,-,-,PassThroughPrimeJumbo
JPMMT-2020-1,2020-01-24,RMBS,JPMMT-2020-1,USOA,JPMMT,A3A,USD,35.000,4.96,-,Aaa,-,-,-,AAA,-,-,-,Fixed,UMBS%,-,-,0-26bk,3.0,3.00%,-,-,PassThroughPrimeJumbo
EMIR-2020-1,2020-01-27,RMBS,EMIR-2020-1,USOA,EMIR,M-2,USD,157.860,6.03,-,-,-,-,B(L),-,-,2.30%,-,Floating,1mL,210,220,200,1mL+200,-,100.00000,-,CRT
EMIR-2020-1,2020-01-27,RMBS,EMIR-2020-1,USOA,EMIR,M-1A,USD,83.864,1.51,-,-,-,-,BBB(L),-,-,6.15%,-,Floating,1mL,95,100,90,1mL+90,-,100.00000,-,CRT
STACR-2020-HQA1,2020-01-27,RMBS,STACR-2020-HQA1,USOA,STACR,M-2,USD,330.000,6.46,-,-,B+,B,-,-,-,1.10%,-,Floating,1mL,185,190,190,1mL+190,-,100.00000,-,CRT
STACR-2020-HQA1,2020-01-27,RMBS,STACR-2020-HQA1,USOA,STACR,M-1,USD,218.000,1.76,-,-,BBB,BBB-,-,-,-,3.00%,-,Floating,1mL,75,80,75,1mL+75,-,100.00000,-,CRT
EMIR-2020-1,2020-01-27,RMBS,EMIR-2020-1,USOA,EMIR,B-1,USD,24.668,6.64,-,-,-,-,B(L),-,-,2.05%,-,Floating,1mL,300,310,285,1mL+285,-,100.00000,-,CRT
EMIR-2020-1,2020-01-27,RMBS,EMIR-2020-1,USOA,EMIR,M-1B,USD,133.196,2.84,-,-,-,-,BB(H),-,-,4.80%,-,Floating,1mL,145,150,145,1mL+145,-,100.00000,-,CRT
EMIR-2020-1,2020-01-27,RMBS,EMIR-2020-1,USOA,EMIR,M-1C,USD,88.797,4.27,-,-,-,-,BB(L),-,-,3.90%,-,Floating,1mL,175,185,180,1mL+180,-,100.00000,-,CRT
STACR-2020-HQA1,2020-01-27,RMBS,STACR-2020-HQA1,USOA,STACR,B-2,USD,103.000,9.98,-,-,NR,NR,-,-,-,0.10%,-,Floating,1mL,510,520,510,1mL+510,-,100.00000,-,CRT
STACR-2020-HQA1,2020-01-27,RMBS,STACR-2020-HQA1,USOA,STACR,B-1,USD,87.000,9.98,-,-,NR,NR,-,-,-,0.60%,-,Floating,1mL,235,240,235,1mL+235,-,100.00000,-,CRT
VOLT-2020-NPL3,2020-01-30,RMBS,VOLT-2020-NPL3,USOA,VOLT,A-1A,USD,558.000,1.69,-,-,-,-,-,-,-,-,-,Fixed,YLD,3.000%a,3.000%a,-,2.98%,3.000%,-,-,NonPerforming
VOLT-2020-NPL3,2020-01-30,RMBS,VOLT-2020-NPL3,USOA,VOLT,A-1B,USD,111.000,2.98,-,-,-,-,-,-,-,-,-,Fixed,YLD,3.700%a,3.700%a,-,3.67%,3.700%,-,-,NonPerforming
VOLT-2020-NPL3,2020-01-30,RMBS,VOLT-2020-NPL3,USOA,VOLT,A-2,USD,68.000,2.98,-,-,-,-,-,-,-,-,-,Fixed,YLD,4.375%a,4.375%a,-,4.34%,4.375%,-,-,NonPerforming
NRZT-2020-RPL1,2020-01-30,RMBS,NRZT-2020-RPL1,USOA,NRZT,M-1,USD,68.952,8.88,-,A3,-,-,A,-,-,24.60%,-,Fixed,-,-,-,-,3.25%,-,Retained,-,Performing
NRZT-2020-RPL1,2020-01-30,RMBS,NRZT-2020-RPL1,USOA,NRZT,M-2,USD,56.469,10.13,-,Baa3,-,-,BBB,-,-,19.85%,-,Fixed,-,-,-,-,3.50%,-,Retained,-,Performing
NRZT-2020-RPL1,2020-01-30,RMBS,NRZT-2020-RPL1,USOA,NRZT,B-1,USD,48.741,11.34,-,Ba2,-,-,BB,-,-,15.75%,-,WAC,-,-,-,-,-,-,Retained,-,Performing
NRZT-2020-RPL1,2020-01-30,RMBS,NRZT-2020-RPL1,USOA,NRZT,A-2,USD,71.329,7.68,-,Aa2,-,-,AA,-,-,30.40%,-,Fixed,Swaps,-,-,120,3.00%,2.735%,101.74051,-,Performing
NRZT-2020-RPL1,2020-01-30,RMBS,NRZT-2020-RPL1,USOA,NRZT,A-1,USD,756.086,3.06,-,Aaa,-,-,AAA,-,-,36.40%,-,Fixed,Swaps,-,-,77,2.75%,2.147%,101.60751,-,Performing
CAS-2020-R02,2020-02-03,RMBS,CAS-2020-R02,USOA,CAS,2M-2,USD,567.147,5.67,-,-,B+,-,-,BB-,-,1.30%,-,Floating,1mL,195,205,200,1mL+200,-,100.00000,-,CRT
CAS-2020-R02,2020-02-03,RMBS,CAS-2020-R02,USOA,CAS,2B-1,USD,290.490,6.95,-,-,NR,-,-,NR,-,0.25%,-,Floating,1mL,310,320,300,1mL+300,-,100.00000,-,CRT
CAS-2020-R02,2020-02-03,RMBS,CAS-2020-R02,USOA,CAS,2M-1,USD,276.657,2.02,-,-,BBB-,-,-,BBB,-,3.35%,-,Floating,1mL,75,80,75,1mL+75,-,100.00000,-,CRT
OSAT-2020-RPL1,2020-02-06,RMBS,OSAT-2020-RPL1,USOA,OSAT,A1,USD,273.134,2.36,-,-,-,-,-,-,-,32.00%,-,Fixed,Swaps,3.000,3.125%,-,3.07%,3.000%,100.00000,-,Performing
RCKT-2020-1,2020-02-06,RMBS,RCKT-2020-1,USOA,RCKT,B-2A,USD,3.648,8.64,-,A3,-,-,-,A+,-,3.00%,-,Fixed,Swaps,150,150,150,3.53%,3.059%,103.41938,15%,PassThroughPrimeJumbo
RCKT-2020-1,2020-02-06,RMBS,RCKT-2020-1,USOA,RCKT,A-13,USD,36.479,4.99,-,Aa1,-,-,-,AAA,-,5.00%,-,Fixed,UMBS%,1-12,3.0,1-12,3.0,3.00%,-,15%,PassThroughPrimeJumbo
RCKT-2020-1,2020-02-06,RMBS,RCKT-2020-1,USOA,RCKT,A-5,USD,11.666,11.53,-,Aaa,-,-,-,AAA,-,15.00%,-,Fixed,Swaps,125a,125a,125,3.00%,2.888%,101.04916,15%,PassThroughPrimeJumbo
RCKT-2020-1,2020-02-06,RMBS,RCKT-2020-1,USOA,RCKT,B-1A,USD,3.647,8.64,-,A1,-,-,-,AA,-,4.00%,-,Fixed,Swaps,135,135,135,3.53%,2.909%,104.56039,15%,PassThroughPrimeJumbo
RCKT-2020-1,2020-02-06,RMBS,RCKT-2020-1,USOA,RCKT,A-1,USD,263.396,4.99,-,Aaa,-,-,-,AAA,-,15.00%,-,Fixed,UMBS%,1-00,3.0,1-00,3.0,3.00%,-,15%,PassThroughPrimeJumbo
OSAT-2020-RPL1,2020-02-06,RMBS,OSAT-2020-RPL1,USOA,OSAT,A2,USD,48.200,2.95,-,-,-,-,-,-,-,20.00%,-,Fixed,Swaps,265,265,a,-,-,-,-,Performing
RMLT-2020-1,2020-02-06,RMBS,RMLT-2020-1,USOA,RMLT,A-1,USD,170.690,-,-,-,AAA,-,AAA,-,-,-,-,Fixed,EDSF,85,90,80,2.38%,2.304%,99.99971,-,Performing
RMLT-2020-1,2020-02-06,RMBS,RMLT-2020-1,USOA,RMLT,B-2,USD,9.679,-,-,-,B,-,B,-,-,-,-,Fixed,YLD,4.75%a,4.75%a,-,4.67%,4.625%,99.99780,-,Performing
RMLT-2020-1,2020-02-06,RMBS,RMLT-2020-1,USOA,RMLT,B-1,USD,14.388,-,-,-,BB,-,BB,-,-,-,-,Fixed,Swaps,225,235,245,3.95%,3.907%,99.99971,-,Performing
RMLT-2020-1,2020-02-06,RMBS,RMLT-2020-1,USOA,RMLT,M-1,USD,17.004,-,-,-,BBB,-,BBB,-,-,-,-,Fixed,Swaps,175a,175a,175,3.24%,3.207%,99.99657,-,Performing
RMLT-2020-1,2020-02-06,RMBS,RMLT-2020-1,USOA,RMLT,A-3,USD,28.121,-,-,-,A,-,A,-,-,-,-,Fixed,EDSF,115,120,110,2.68%,2.604%,99.99942,-,Performing
RMLT-2020-1,2020-02-06,RMBS,RMLT-2020-1,USOA,RMLT,A-2,USD,15.696,-,-,-,AA,-,AA,-,-,-,-,Fixed,EDSF,105,110,100,2.58%,2.504%,99.99885,-,Performing
RCKT-2020-1,2020-02-06,RMBS,RCKT-2020-1,USOA,RCKT,A-3,USD,35.000,2.81,-,Aaa,-,-,-,AAA,-,15.00%,-,Fixed,DW%,1-20,3.0,1-20,3.0,3.00%,-,15%,PassThroughPrimeJumbo
FWD-2020-INV1,2020-02-10,RMBS,FWD-2020-INV1,USOA,FWD,M-1,USD,14.110,5.03,-,-,BBB,-,-,BBB+,-,7.15%,-,Fixed,Swaps,150,155,145,2.85%,2.827%,99.99507,-,Performing
FWD-2020-INV1,2020-02-10,RMBS,FWD-2020-INV1,USOA,FWD,A-3,USD,30.930,2.63,-,-,A,-,-,A+,-,12.10%,-,Fixed,Swaps,105a,105a,100,2.44%,2.392%,99.98767,-,Performing
FWD-2020-INV1,2020-02-10,RMBS,FWD-2020-INV1,USOA,FWD,A-2,USD,17.960,2.63,-,-,AA,-,-,AA+,-,22.95%,-,Fixed,Swaps,95a,95a,90,2.34%,2.292%,99.99219,-,Performing
FWD-2020-INV1,2020-02-10,RMBS,FWD-2020-INV1,USOA,FWD,A-1,USD,201.670,2.63,-,-,AAA,-,-,AAA,-,29.25%,-,Fixed,Swaps,80a,80a,80,2.24%,2.192%,99.99681,-,Performing
STAR-2020-1,2020-02-11,RMBS,STAR-2020-1,USOA,STAR,A-1,USD,279.286,2.13,-,-,AAA,-,-,AAA,-,26.75%,-,Fixed,Swaps,77,80,77,2.28%,2.212%,99.99869,-,Performing
STAR-2020-1,2020-02-11,RMBS,STAR-2020-1,USOA,STAR,A-2,USD,22.305,2.13,-,-,AA,-,-,AA,-,20.90%,-,Fixed,Swaps,95,100,90,2.41%,2.342%,99.99818,-,Performing
STAR-2020-1,2020-02-11,RMBS,STAR-2020-1,USOA,STAR,A-3,USD,37.747,2.13,-,-,A,-,-,A,-,11.00%,-,Fixed,Swaps,105,110,105,2.56%,2.492%,99.99880,-,Performing
CSMC-2020-AFC1,2020-02-11,RMBS,CSMC-2020-AFC1,USOA,CSMC,M-1,USD,14.795,3.95,-,-,BBB,-,-,BBB,-,4.30%,-,Fixed,Swaps,-,-,140,-,2.807%,99.99824,-,Performing
CSMC-2020-AFC1,2020-02-11,RMBS,CSMC-2020-AFC1,USOA,CSMC,A-1,USD,271.248,2.82,-,-,AAA,-,-,AAA,-,23.00%,-,Fixed,Swaps,-,-,78,-,2.195%,99.99975,-,Performing
CSMC-2020-AFC1,2020-02-11,RMBS,CSMC-2020-AFC1,USOA,CSMC,A-2,USD,21.136,2.82,-,-,AA,-,-,AA,-,17.00%,-,Fixed,Swaps,-,-,100,-,2.415%,99.99807,-,Performing
CSMC-2020-AFC1,2020-02-11,RMBS,CSMC-2020-AFC1,USOA,CSMC,B-1,USD,8.455,3.95,-,-,BB,-,-,BB,-,1.90%,-,Fixed,Swaps,-,-,200,-,3.407%,99.99879,-,Performing
STACR-2020-DNA2,2020-02-11,RMBS,STACR-2020-DNA2,USOA,STACR,M-1,USD,390.000,2.08,-,-,BBB+,-,BBB(H),-,-,2.50%,-,Floating,1mL,75,75,75,1mL+75,-,100.00000,-,CRT
STACR-2020-DNA2,2020-02-11,RMBS,STACR-2020-DNA2,USOA,STACR,M-2,USD,437.000,6.51,-,-,BB,-,BB,-,-,1.10%,-,Floating,1mL,190a,190a,185,1mL+185,-,100.00000,-,CRT
STACR-2020-DNA2,2020-02-11,RMBS,STACR-2020-DNA2,USOA,STACR,B-1,USD,156.000,10.02,-,-,B,-,B,-,-,0.60%,-,Floating,1mL,250a,250a,250,1mL+250,-,100.00000,-,CRT
