,Issuance_Date,Asset_Class,Deal_Name,Region,Ticker,Tranche,Currency,Size(M),WAL,WALX,Moodys,S&P,Fitch,DBRS,Kroll,MorningStar,C/E,LTV,TYPE,Bench,Guidance-L,Guidance-H,Spread,Coupon,Yield,Issue_Price,Market_Type
BMARK-2018-B2,2018-02-12,CMBS,BMARK-2018-B2,USOA,BMARK,A-5,USD,444.175,9.83,-,-,AAA,AAA,-,AAA,-,30.00%,40.0%,Fixed,Swaps,-,-,70,3.88%,3.528%,102.99950,Conduit
BMARK-2018-B2,2018-02-12,CMBS,BMARK-2018-B2,USOA,BMARK,A-SB,USD,54.333,7.11,-,-,AAA,AAA,-,AAA,-,30.00%,40.0%,Fixed,Swaps,-,-,58,3.78%,3.305%,102.99980,Conduit
BMARK-2018-B2,2018-02-12,CMBS,BMARK-2018-B2,USOA,BMARK,A-S,USD,165.771,9.88,-,-,NR,AAA,-,AAA,-,19.00%,46.3%,Fixed,Swaps,-,-,90,4.08%,3.730%,102.99980,Conduit
BMARK-2018-B2,2018-02-12,CMBS,BMARK-2018-B2,USOA,BMARK,B,USD,60.281,9.88,-,-,NR,AA-,-,AA-,-,15.00%,48.6%,Fixed,Swaps,-,-,105,-,3.880%,103.58880,Conduit
UBSCM-2018-C8,2018-02-12,CMBS,UBSCM-2018-C8,USOA,UBSCM,X-A,USD,731.617,-,-,-,-,-,-,-,-,-,-,Fixed,Tsy,-,-,110,0.90%,3.922%,Int.,Conduit
FREMF-2018-KF42,2018-02-13,CMBS,FREMF-2018-KF42,USOA,FREMF,A,USD,"1,271.970",6.62,-,-,-,-,-,-,-,10.00%,-,Floating,1mL,-,-,25,1mL+25,-,100.00000,Agency
BDS-2018-FL1,2018-02-13,CMBS,BDS-2018-FL1,USOA,BDS,A,USD,275.525,2.03,-,Aaa,-,-,-,AAA,-,46.00%,-,Floating,1mL,-,-,85,1mL+85,-,100.00000,CRE
FREMF-2018-KF42,2018-02-13,CMBS,FREMF-2018-KF42,USOA,FREMF,B,USD,35.332,6.62,-,-,-,-,-,-,-,7.50%,-,-,-,-,-,-,-,-,-,Agency
BDS-2018-FL1,2018-02-13,CMBS,BDS-2018-FL1,USOA,BDS,B,USD,28.701,2.53,-,NR,-,-,-,AA-,-,40.38%,-,Floating,1mL,-,-,125,1mL+125,-,100.00000,CRE
BDS-2018-FL1,2018-02-13,CMBS,BDS-2018-FL1,USOA,BDS,C,USD,29.338,2.59,-,NR,-,-,-,A-,-,34.63%,-,Floating,1mL,-,-,200,1mL+200,-,100.00000,CRE
BDS-2018-FL1,2018-02-13,CMBS,BDS-2018-FL1,USOA,BDS,E,USD,22.323,2.65,-,NR,-,-,-,BB-,-,21.38%,-,-,-,-,-,-,-,-,-,CRE
BDS-2018-FL1,2018-02-13,CMBS,BDS-2018-FL1,USOA,BDS,F,USD,24.873,2.65,-,NR,-,-,-,B-,-,16.50%,-,-,-,-,-,-,-,-,-,CRE
BDS-2018-FL1,2018-02-13,CMBS,BDS-2018-FL1,USOA,BDS,Pref,USD,84.189,-,-,NR,-,-,-,NR,-,-,-,-,-,-,-,-,-,-,-,CRE
BDS-2018-FL1,2018-02-13,CMBS,BDS-2018-FL1,USOA,BDS,D,USD,45.283,2.60,-,NR,-,-,-,BBB-,-,25.75%,-,-,-,-,-,-,-,-,100.00000,CRE
HILT-2018-ORL,2018-02-14,CMBS,HILT-2018-ORL,USOA,HILT,X-CP,USD,296.000,-,-,-,-,BBB-,-,AAA,-,-,-,Fixed,-,-,-,-,9.78%,-,Int.,LLSASB
HILT-2018-ORL,2018-02-14,CMBS,HILT-2018-ORL,USOA,HILT,HRR,USD,24.000,1.78,-,-,-,NR,-,NR,-,-,-,Floating,1mL,-,-,575,1mL+575,-,100.00000,LLSASB
HILT-2018-ORL,2018-02-14,CMBS,HILT-2018-ORL,USOA,HILT,G,USD,23.500,1.78,-,-,-,NR,-,B-,-,-,-,Floating,1mL,-,-,445,1mL+445,-,100.00000,LLSASB
HILT-2018-ORL,2018-02-14,CMBS,HILT-2018-ORL,USOA,HILT,F,USD,49.200,1.78,-,-,-,NR,-,B-,-,-,-,Floating,1mL,-,-,365,1mL+365,-,100.00000,LLSASB
HILT-2018-ORL,2018-02-14,CMBS,HILT-2018-ORL,USOA,HILT,B,USD,51.600,1.78,-,-,-,AA,-,AA-,-,-,-,Floating,1mL,-,-,105,1mL+105,-,100.00000,LLSASB
HILT-2018-ORL,2018-02-14,CMBS,HILT-2018-ORL,USOA,HILT,E,USD,82.300,1.78,-,-,-,NR,-,BB-,-,-,-,Floating,1mL,-,-,265,1mL+265,-,100.00000,LLSASB
HILT-2018-ORL,2018-02-14,CMBS,HILT-2018-ORL,USOA,HILT,D,USD,44.000,1.78,-,-,-,BBB-,-,BBB-,-,-,-,Floating,1mL,-,-,170,1mL+170,-,100.00000,LLSASB
HILT-2018-ORL,2018-02-14,CMBS,HILT-2018-ORL,USOA,HILT,C,USD,38.300,1.78,-,-,-,A-,-,A-,-,-,-,Floating,1mL,-,-,130,1mL+130,-,100.00000,LLSASB
HILT-2018-ORL,2018-02-14,CMBS,HILT-2018-ORL,USOA,HILT,A,USD,162.100,1.78,-,-,-,AAA,-,AAA,-,-,-,Floating,1mL,-,-,77,1mL+77,-,100.00000,LLSASB
FRESB-2018-SB46,2018-02-14,CMBS,FRESB-2018-SB46,USOA,FRESB,A-5H,USD,265.967,4.10,-,-,-,-,-,-,-,10.00%,-,Fixed,Swaps,-,-,34,2.89%,3.007%,99.42820,Agency
AREIT-2018-CRE1,2018-02-14,CMBS,AREIT-2018-CRE1,USOA,AREIT,B,USD,27.622,2.49,-,NR,-,-,-,AA-,-,32.50%,-,Floating,1mL,-,-,165,1mL+165,-,100.00000,CRE
AREIT-2018-CRE1,2018-02-14,CMBS,AREIT-2018-CRE1,USOA,AREIT,C,USD,25.820,2.54,-,NR,-,-,-,A-,-,27.13%,-,Floating,1mL,-,-,210,1mL+210,-,100.00000,CRE
AREIT-2018-CRE1,2018-02-14,CMBS,AREIT-2018-CRE1,USOA,AREIT,D,USD,36.629,2.61,-,NR,-,-,-,BBB-,-,19.50%,-,Floating,1mL,-,-,310,1mL+310,-,100.00000,CRE
AREIT-2018-CRE1,2018-02-14,CMBS,AREIT-2018-CRE1,USOA,AREIT,A,USD,254.600,1.24,-,Aaa,-,-,-,AAA,-,47.00%,-,Floating,1mL,-,-,85,1mL+85,-,100.00000,CRE
FRESB-2018-SB46,2018-02-14,CMBS,FRESB-2018-SB46,USOA,FRESB,A-10F,USD,178.764,7.25,-,-,-,-,-,-,-,10.00%,-,Fixed,Swaps,-,-,54,3.30%,3.372%,99.47270,Agency
AREIT-2018-CRE1,2018-02-14,CMBS,AREIT-2018-CRE1,USOA,AREIT,A-S,USD,42.033,2.36,-,NR,-,-,-,AAA,-,38.25%,-,Floating,1mL,-,-,125,1mL+125,-,100.00000,CRE
UBSCM-2018-NYCH,2018-02-16,CMBS,UBSCM-2018-NYCH,USOA,UBSCM,G,USD,41.124,-,-,-,NR,-,-,-,B-,-,-,-,-,-,-,-,-,-,-,LLSASB
UBSCM-2018-NYCH,2018-02-16,CMBS,UBSCM-2018-NYCH,USOA,UBSCM,H,USD,19.975,-,-,-,NR,-,-,-,NR,-,-,-,-,-,-,-,-,-,-,LLSASB
UBSCM-2018-NYCH,2018-02-16,CMBS,UBSCM-2018-NYCH,USOA,UBSCM,HRR,USD,15.025,-,-,-,NR,-,-,-,NR,-,-,-,-,-,-,-,-,-,-,LLSASB
UBSCM-2018-NYCH,2018-02-16,CMBS,UBSCM-2018-NYCH,USOA,UBSCM,E,USD,38.441,2.97,-,-,BB-,-,-,-,BBB-,35.80%,33.2%,Floating,1mL,-,-,320,1mL+290,-,99.15961,LLSASB
UBSCM-2018-NYCH,2018-02-16,CMBS,UBSCM-2018-NYCH,USOA,UBSCM,D,USD,28.161,2.97,-,-,BBB-,-,-,-,A-,48.60%,26.6%,Floating,1mL,-,-,210,1mL+210,-,100.00000,LLSASB
UBSCM-2018-NYCH,2018-02-16,CMBS,UBSCM-2018-NYCH,USOA,UBSCM,C,USD,21.311,2.97,-,-,A-,-,-,-,AA-,58.00%,21.7%,Floating,1mL,-,-,150,1mL+150,-,100.00000,LLSASB
UBSCM-2018-NYCH,2018-02-16,CMBS,UBSCM-2018-NYCH,USOA,UBSCM,B,USD,28.660,2.97,-,-,AA-,-,-,-,AA+,65.10%,18.0%,Floating,1mL,-,-,125,1mL+125,-,100.00000,LLSASB
UBSCM-2018-NYCH,2018-02-16,CMBS,UBSCM-2018-NYCH,USOA,UBSCM,A,USD,76.111,2.97,-,-,AAA,-,-,-,AAA,74.60%,13.1%,Floating,1mL,-,-,85,1mL+85,-,100.00000,LLSASB
UBSCM-2018-NYCH,2018-02-16,CMBS,UBSCM-2018-NYCH,USOA,UBSCM,F,USD,31.183,2.97,-,-,B,-,-,-,BB-,25.40%,38.6%,Floating,1mL,-,-,400,1mL+382.1,-,99.50456,LLSASB
GSMS-2018-CHILL,2018-02-21,CMBS,GSMS-2018-CHILL,USOA,GSMS,F,USD,57.855,1.94,-,B3,-,-,-,-,-,-,-,Floating,1mL,-,-,330,1mL+330,-,100.00000,LLSASB
GSMS-2018-CHILL,2018-02-21,CMBS,GSMS-2018-CHILL,USOA,GSMS,C,USD,30.970,1.94,-,A3,-,-,-,-,-,-,-,Floating,1mL,-,-,125,1mL+125,-,100.00000,LLSASB
GSMS-2018-CHILL,2018-02-21,CMBS,GSMS-2018-CHILL,USOA,GSMS,B,USD,34.105,1.94,-,Aa3,-,-,-,-,-,-,-,Floating,1mL,-,-,105,1mL+105,-,100.00000,LLSASB
GSMS-2018-CHILL,2018-02-21,CMBS,GSMS-2018-CHILL,USOA,GSMS,A,USD,129.390,1.94,-,Aaa,-,-,-,-,-,-,-,Floating,1mL,-,-,75,1mL+75,-,100.00000,LLSASB
GSMS-2018-CHILL,2018-02-21,CMBS,GSMS-2018-CHILL,USOA,GSMS,E,USD,58.710,1.94,-,Ba3,-,-,-,-,-,-,-,Floating,1mL,-,-,235,1mL+235,-,100.00000,LLSASB
GSMS-2018-CHILL,2018-02-21,CMBS,GSMS-2018-CHILL,USOA,GSMS,D,USD,35.720,1.94,-,Baa3,-,-,-,-,-,-,-,Floating,1mL,-,-,165,1mL+165,-,100.00000,LLSASB
FREMF-2018-KF43,2018-02-22,CMBS,FREMF-2018-KF43,USOA,FREMF,A,USD,"1,138.130",9.58,-,-,-,-,-,-,-,-,-,Floating,1mL,-,-,24,1mL+24,-,100.00000,Agency
FREMF-2018-K073,2018-02-23,CMBS,FREMF-2018-K073,USOA,FREMF,X-AM,USD,54.203,9.90,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Int.,Agency
FREMF-2018-K073,2018-02-23,CMBS,FREMF-2018-K073,USOA,FREMF,X-3,USD,159.760,10.01,-,-,-,-,-,-,-,-,-,Fixed,Tsy,-,-,250,2.06%,5.356%,Int.,Agency
FREMF-2018-K073,2018-02-23,CMBS,FREMF-2018-K073,USOA,FREMF,X-1,USD,927.172,9.50,-,-,-,-,-,-,-,-,-,Fixed,Tsy,-,-,85,0.30%,3.691%,Int.,Agency
FREMF-2018-K073,2018-02-23,CMBS,FREMF-2018-K073,USOA,FREMF,A-M,USD,54.203,9.90,-,-,-,-,-,-,-,-,-,Fixed,Swaps,-,-,49,3.45%,3.416%,100.27000,Agency
FREMF-2018-K073,2018-02-23,CMBS,FREMF-2018-K073,USOA,FREMF,A2,USD,831.672,9.81,-,-,-,-,-,-,-,-,-,Fixed,Swaps,-,-,44,3.35%,3.364%,99.87000,Agency
NCMS-2018-RIVA,2018-02-23,CMBS,NCMS-2018-RIVA,USOA,NCMS,C,USD,16.179,2.94,-,-,A-,-,-,-,AA-,-,25.7%,Floating,1mL,-,-,125,1mL+125,-,100.00000,LLSASB
NCMS-2018-RIVA,2018-02-23,CMBS,NCMS-2018-RIVA,USOA,NCMS,X-CP,USD,51.034,-,-,-,AAA,-,-,-,-,-,-,Fixed,-,-,-,-,2.09%,-,Int.,LLSASB
NCMS-2018-RIVA,2018-02-23,CMBS,NCMS-2018-RIVA,USOA,NCMS,F,USD,22.411,2.94,-,-,NR,-,-,-,BB-,-,49.2%,Floating,1mL,-,-,-,1mL+329,-,99.50000,LLSASB
NCMS-2018-RIVA,2018-02-23,CMBS,NCMS-2018-RIVA,USOA,NCMS,E,USD,37.278,2.94,-,-,NR,-,-,-,BBB-,-,42.7%,Floating,1mL,-,-,-,1mL+274,-,99.50000,LLSASB
NCMS-2018-RIVA,2018-02-23,CMBS,NCMS-2018-RIVA,USOA,NCMS,D,USD,21.385,2.94,-,-,BBB-,-,-,-,A-,-,31.9%,Floating,1mL,-,-,205,1mL+205,-,100.00000,LLSASB
FREMF-2018-K073,2018-02-23,CMBS,FREMF-2018-K073,USOA,FREMF,A1,USD,95.500,6.79,-,-,-,-,-,-,-,-,-,Fixed,Swaps,-,-,35,3.35%,3.189%,100.90000,Agency
NCMS-2018-RIVA,2018-02-23,CMBS,NCMS-2018-RIVA,USOA,NCMS,B,USD,21.765,2.94,-,-,AA-,-,-,-,AA+,-,21.1%,Floating,1mL,-,-,110,1mL+110,-,100.00000,LLSASB
NCMS-2018-RIVA,2018-02-23,CMBS,NCMS-2018-RIVA,USOA,NCMS,A,USD,51.034,2.94,-,-,AAA,-,-,-,AAA,-,14.8%,Floating,1mL,-,-,75,1mL+75,-,100.00000,LLSASB
FREMF-2018-K730,2018-02-28,CMBS,FREMF-2018-K730,USOA,FREMF,A1,USD,166.561,3.90,-,Aaa,AAA,-,-,-,-,18.63%,-,Fixed,Swaps,-,-,15,3.45%,2.863%,101.99720,Agency
FREMF-2018-K730,2018-02-28,CMBS,FREMF-2018-K730,USOA,FREMF,A2,USD,"1,030.090",6.73,-,Aaa,AAA,-,-,-,-,18.63%,-,Fixed,Swaps,-,-,31,3.59%,3.116%,102.75710,Agency
FREMF-2018-K730,2018-02-28,CMBS,FREMF-2018-K730,USOA,FREMF,A-M,USD,68.012,6.87,-,A1,AA,-,-,-,-,14.00%,-,Fixed,Swaps,-,-,39,3.59%,3.199%,102.29930,Agency
FREMF-2018-K730,2018-02-28,CMBS,FREMF-2018-K730,USOA,FREMF,B,USD,58.820,6.87,-,Baa1,A-,-,-,-,-,10.00%,-,Fixed,Swaps,-,-,155,3.93%,4.359%,96.99490,Agency
FREMF-2018-K730,2018-02-28,CMBS,FREMF-2018-K730,USOA,FREMF,C,USD,36.760,6.87,-,Baa3,BBB,-,-,-,-,7.50%,-,Fixed,Swaps,-,-,210,3.93%,4.909%,93.89810,Agency
BX-2018-BIOA,2018-03-02,CMBS,BX-2018-BIOA,USOA,BX,B,USD,122.000,2.00,-,-,-,AA-,-,AA-,-,43.00%,-,Floating,1mL,-,-,100,1mL+87.1,-,99.38755,LLSASB
BX-2018-BIOA,2018-03-02,CMBS,BX-2018-BIOA,USOA,BX,C,USD,81.000,2.00,-,-,-,A-,-,A,-,37.20%,-,Floating,1mL,-,-,125,1mL+112.1,-,99.39139,LLSASB
BX-2018-BIOA,2018-03-02,CMBS,BX-2018-BIOA,USOA,BX,D,USD,129.000,2.00,-,-,-,BBB-,-,BBB-,-,28.00%,-,Floating,1mL,-,-,145,1mL+132.1,-,99.39444,LLSASB
BX-2018-BIOA,2018-03-02,CMBS,BX-2018-BIOA,USOA,BX,E,USD,199.000,2.00,-,-,-,BB-,-,BB-,-,13.80%,-,Floating,1mL,-,-,208,1mL+195.1,-,99.40390,LLSASB
BX-2018-BIOA,2018-03-02,CMBS,BX-2018-BIOA,USOA,BX,F,USD,123.000,2.00,-,-,-,B-,-,B,-,5.00%,-,Floating,1mL,-,-,260,1mL+247.1,-,99.41156,LLSASB
BX-2018-BIOA,2018-03-02,CMBS,BX-2018-BIOA,USOA,BX,A,USD,676.000,2.00,-,-,-,AAA,-,AAA,-,51.70%,-,Floating,1mL,-,-,80,1mL+67.1,-,99.38446,LLSASB
FREMF-2018-KL02,2018-03-06,CMBS,FREMF-2018-KL02,USOA,FREMF,A-SWC,USD,175.500,6.53,-,-,-,-,-,-,-,10.00%,-,Fixed,Swaps,-,-,34,3.00%,3.139%,98.75900,Agency
FREMF-2018-KL02,2018-03-06,CMBS,FREMF-2018-KL02,USOA,FREMF,A-PZ,USD,372.552,9.55,-,-,-,-,-,-,-,10.00%,-,Floating,1mL,-,-,24,1mL+24,-,100.00000,Agency
FREMF-2018-KL02,2018-03-06,CMBS,FREMF-2018-KL02,USOA,FREMF,AFX-B,USD,283.589,6.86,-,-,-,-,-,-,-,10.00%,-,Fixed,Swaps,-,-,45,3.26%,3.262%,99.51840,Agency
FREMF-2018-KL02,2018-03-06,CMBS,FREMF-2018-KL02,USOA,FREMF,AFL-B,USD,354.486,6.86,-,-,-,-,-,-,-,10.00%,-,Floating,1mL,-,-,23,1mL+23,-,100.00000,Agency
RETL-2018-RVP,2018-03-07,CMBS,RETL-2018-RVP,USOA,RETL,C,USD,137.900,2.88,-,-,A-,NR,-,A-,-,-,30.0%,Floating,1mL,-,-,205,1mL+205,-,100.00000,LLSASB
RETL-2018-RVP,2018-03-07,CMBS,RETL-2018-RVP,USOA,RETL,B,USD,159.200,2.88,-,-,AA,NR,-,AA-,-,-,25.0%,Floating,1mL,-,-,175,1mL+175,-,100.00000,LLSASB
RETL-2018-RVP,2018-03-07,CMBS,RETL-2018-RVP,USOA,RETL,A,USD,524.000,2.88,-,-,AAA,AAA,-,AAA,-,-,19.2%,Floating,1mL,-,-,110,1mL+110,-,100.00000,LLSASB
RETL-2018-RVP,2018-03-07,CMBS,RETL-2018-RVP,USOA,RETL,F,USD,160.300,2.88,-,-,B-,NR,-,B-,-,-,46.4%,Floating,1mL,-,-,600,1mL+600,-,100.00000,LLSASB
RETL-2018-RVP,2018-03-07,CMBS,RETL-2018-RVP,USOA,RETL,D,USD,121.900,2.88,-,-,BBB-,NR,-,BBB-,-,-,34.5%,Floating,1mL,-,-,275,1mL+275,-,100.00000,LLSASB
RETL-2018-RVP,2018-03-07,CMBS,RETL-2018-RVP,USOA,RETL,G,USD,13.400,2.88,-,-,NR,NR,-,NR,-,-,46.9%,Floating,1mL,-,-,750,1mL+750,-,100.00000,LLSASB
RETL-2018-RVP,2018-03-07,CMBS,RETL-2018-RVP,USOA,RETL,HRR,USD,67.800,2.88,-,-,NR,NR,-,NR,-,-,49.4%,Floating,1mL,-,-,950,1mL+950,-,100.00000,LLSASB
RETL-2018-RVP,2018-03-07,CMBS,RETL-2018-RVP,USOA,RETL,E,USD,165.500,2.88,-,-,BB-,NR,-,BB-,-,-,40.5%,Floating,1mL,-,-,450,1mL+450,-,100.00000,LLSASB
CGCMT-2018-B2,2018-03-08,CMBS,CGCMT-2018-B2,USOA,CGCMT,A-1,USD,28.000,2.79,-,Aaa,-,AAA,-,AAA,-,-,-,Fixed,Swaps,-,-,22,2.86%,2.846%,99.99873,Conduit
CGCMT-2018-B2,2018-03-08,CMBS,CGCMT-2018-B2,USOA,CGCMT,A-3,USD,170.000,9.74,-,Aaa,-,AAA,-,AAA,-,-,-,Fixed,Swaps,-,-,76,3.74%,3.639%,100.99188,Conduit
CGCMT-2018-B2,2018-03-08,CMBS,CGCMT-2018-B2,USOA,CGCMT,A-4,USD,390.485,9.86,-,Aaa,-,AAA,-,AAA,-,-,-,Fixed,Swaps,-,-,78,4.01%,3.662%,102.99736,Conduit
CGCMT-2018-B2,2018-03-08,CMBS,CGCMT-2018-B2,USOA,CGCMT,A-2,USD,69.000,4.91,-,Aaa,-,AAA,-,AAA,-,-,-,Fixed,Swaps,-,-,38,3.79%,3.129%,102.99604,Conduit
CGCMT-2018-B2,2018-03-08,CMBS,CGCMT-2018-B2,USOA,CGCMT,B,USD,49.202,9.97,-,NR,-,AA-,-,AA-,-,-,-,Fixed,Swaps,-,-,105,4.28%,3.936%,102.99702,Conduit
CGCMT-2018-B2,2018-03-08,CMBS,CGCMT-2018-B2,USOA,CGCMT,C,USD,47.940,9.97,-,NR,-,A-,-,A-,-,-,-,Fixed,Swaps,-,-,155,4.83%,4.436%,102.59902,Conduit
CGCMT-2018-B2,2018-03-08,CMBS,CGCMT-2018-B2,USOA,CGCMT,D,USD,52.986,9.97,-,NR,-,BBB-,-,BBB-,-,-,-,Fixed,Swaps,-,-,380,3.33%,6.686%,75.40030,Conduit
CGCMT-2018-B2,2018-03-08,CMBS,CGCMT-2018-B2,USOA,CGCMT,A-S,USD,76.957,9.93,-,Aa3,-,AAA,-,AAA,-,-,-,Fixed,Swaps,-,-,95,4.18%,3.835%,102.99182,Conduit
CGCMT-2018-B2,2018-03-08,CMBS,CGCMT-2018-B2,USOA,CGCMT,A-AB,USD,49.000,7.37,-,Aaa,-,AAA,-,AAA,-,-,-,Fixed,Swaps,-,-,69,3.96%,3.509%,102.99432,Conduit
RCMT-2018-4,2018-03-09,CMBS,RCMT-2018-4,USOA,RCMT,E,USD,7.000,9.57,-,NR,-,-,BBB(L),-,-,8.76%,-,Fixed,Swaps,-,-,475,5.37%,7.657%,85.05627,CRE
RCMT-2018-4,2018-03-09,CMBS,RCMT-2018-4,USOA,RCMT,A,USD,104.335,3.65,-,Aaa,-,-,AAA,-,-,36.75%,-,Fixed,Swaps,-,-,70,3.39%,3.424%,99.96699,CRE
RCMT-2018-4,2018-03-09,CMBS,RCMT-2018-4,USOA,RCMT,B,USD,14.022,9.11,-,Aa3,-,-,AAA,-,-,28.25%,-,Fixed,Swaps,-,-,125,4.10%,4.145%,99.92761,CRE
CGGS-2018-WSS,2018-03-09,CMBS,CGGS-2018-WSS,USOA,CGGS,E,USD,49.550,1.90,-,NR,-,-,BB(L),-,-,5.04%,-,Floating,1mL,-,-,315,1mL+315,-,100.00000,LLSASB
RCMT-2018-4,2018-03-09,CMBS,RCMT-2018-4,USOA,RCMT,D,USD,15.259,9.36,-,NR,-,-,A(L),-,-,13.00%,-,Fixed,Swaps,-,-,335,5.37%,6.251%,94.08455,CRE
CGGS-2018-WSS,2018-03-09,CMBS,CGGS-2018-WSS,USOA,CGGS,B,USD,39.400,1.90,-,Aa3,-,-,AA(H),-,-,49.62%,-,Floating,1mL,-,-,110,1mL+110,-,100.00000,LLSASB
CGGS-2018-WSS,2018-03-09,CMBS,CGGS-2018-WSS,USOA,CGGS,C,USD,33.400,1.90,-,A3,-,-,A(H),-,-,41.38%,-,Floating,1mL,-,-,135,1mL+135,-,100.00000,LLSASB
CGGS-2018-WSS,2018-03-09,CMBS,CGGS-2018-WSS,USOA,CGGS,D,USD,97.600,1.90,-,NR,-,-,BBB(L),-,-,17.28%,-,Floating,1mL,-,-,230,1mL+230,-,100.00000,LLSASB
CGGS-2018-WSS,2018-03-09,CMBS,CGGS-2018-WSS,USOA,CGGS,A,USD,164.600,1.90,-,Aaa,-,-,AAA,-,-,59.35%,-,Floating,1mL,-,-,90,1mL+90,-,100.00000,LLSASB
RCMT-2018-4,2018-03-09,CMBS,RCMT-2018-4,USOA,RCMT,C,USD,9.897,9.24,-,A3,-,-,AA(H),-,-,22.25%,-,Fixed,Swaps,-,-,170,4.55%,4.598%,99.96427,CRE
WFCM-2018-C43,2018-03-12,CMBS,WFCM-2018-C43,USOA,WFCM,A-SB,USD,40.193,7.21,-,Aaa,-,AAA,AAA,-,-,30.00%,42.6%,Fixed,Swaps,-,-,64,3.95%,3.480%,102.99760,Conduit
WFCM-2018-C43,2018-03-12,CMBS,WFCM-2018-C43,USOA,WFCM,X-B,USD,135.803,-,-,NR,-,A-,A,-,-,-,-,-,-,-,-,-,-,-,Int.,Conduit
WFCM-2018-C43,2018-03-12,CMBS,WFCM-2018-C43,USOA,WFCM,X-A,USD,493.830,-,-,Aaa,-,AAA,AAA,-,-,-,-,Fixed,Tsy,-,-,110,0.87%,3.921%,Int.,Conduit
WFCM-2018-C43,2018-03-12,CMBS,WFCM-2018-C43,USOA,WFCM,A-1,USD,22.182,2.78,-,Aaa,-,AAA,AAA,-,-,30.00%,42.6%,Fixed,Swaps,-,-,20,2.89%,2.865%,99.99850,Conduit
WFCM-2018-C43,2018-03-12,CMBS,WFCM-2018-C43,USOA,WFCM,A-2,USD,7.539,4.86,-,Aaa,-,AAA,AAA,-,-,30.00%,42.6%,Fixed,Swaps,-,-,40,3.86%,3.181%,102.99560,Conduit
WFCM-2018-C43,2018-03-12,CMBS,WFCM-2018-C43,USOA,WFCM,D,USD,26.455,9.97,-,NR,-,BBB-,BBB(L),-,-,7.00%,56.6%,Fixed,Swaps,-,-,-,3.00%,6.101%,77.25820,Conduit
WFCM-2018-C43,2018-03-12,CMBS,WFCM-2018-C43,USOA,WFCM,C,USD,29.983,9.97,-,NR,-,A-,A(L),-,-,10.75%,54.3%,Fixed,Swaps,-,-,165,4.51%,4.551%,99.86800,Conduit
WFCM-2018-C43,2018-03-12,CMBS,WFCM-2018-C43,USOA,WFCM,B,USD,32.628,9.97,-,NR,-,AA-,AA,-,-,15.00%,51.7%,Fixed,Swaps,-,-,100,4.25%,3.901%,102.99940,Conduit
WFCM-2018-C43,2018-03-12,CMBS,WFCM-2018-C43,USOA,WFCM,A-S,USD,73.192,9.92,-,Aa3,-,AAA,AAA,-,-,19.63%,48.9%,Fixed,Swaps,-,-,90,4.15%,3.800%,102.99450,Conduit
WFCM-2018-C43,2018-03-12,CMBS,WFCM-2018-C43,USOA,WFCM,A-4,USD,337.416,9.85,-,Aaa,-,AAA,AAA,-,-,30.00%,42.6%,Fixed,Swaps,-,-,76,4.01%,3.658%,102.99990,Conduit
WFCM-2018-C43,2018-03-12,CMBS,WFCM-2018-C43,USOA,WFCM,A-3,USD,86.500,9.68,-,Aaa,-,AAA,AAA,-,-,30.00%,42.6%,Fixed,Swaps,-,-,74,3.75%,3.633%,100.99500,Conduit
BANC-2018-CRE3,2018-03-13,CMBS,BANC-2018-CRE3,USOA,BANC,E,USD,17.496,2.89,-,NR,-,-,BB(L),-,-,8.25%,-,-,-,-,-,-,-,-,-,LLSASB
BANC-2018-CRE3,2018-03-13,CMBS,BANC-2018-CRE3,USOA,BANC,F,USD,6.846,2.96,-,NR,-,-,B,-,-,6.00%,-,-,-,-,-,-,-,-,-,LLSASB
BANC-2018-CRE3,2018-03-13,CMBS,BANC-2018-CRE3,USOA,BANC,GRR,USD,18.256,2.96,-,NR,-,-,NR,-,-,-,-,-,-,-,-,-,-,-,-,LLSASB
FREMF-2018-KF44,2018-03-13,CMBS,FREMF-2018-KF44,USOA,FREMF,A,USD,"1,323.461",6.54,-,-,-,-,-,-,-,10.00%,-,Floating,1mL,-,-,19,1mL+19,-,100.00000,Agency
FREMF-2018-KF44,2018-03-13,CMBS,FREMF-2018-KF44,USOA,FREMF,B,USD,36.762,-,-,-,-,-,-,-,-,7.50%,-,-,-,-,-,-,-,-,-,Agency
BANC-2018-CRE3,2018-03-13,CMBS,BANC-2018-CRE3,USOA,BANC,D,USD,21.299,2.88,-,NR,-,-,BBB(L),-,-,14.00%,-,Floating,1mL,-,-,270,1mL+270,-,100.00000,LLSASB
BANC-2018-CRE3,2018-03-13,CMBS,BANC-2018-CRE3,USOA,BANC,B,USD,17.115,2.82,-,NR,-,-,AA(L),-,-,26.75%,-,Floating,1mL,-,-,155,1mL+155,-,100.00000,LLSASB
BANC-2018-CRE3,2018-03-13,CMBS,BANC-2018-CRE3,USOA,BANC,A-S,USD,41.457,2.79,-,NR,-,-,AAA,-,-,32.38%,-,Floating,1mL,-,-,125,1mL+125,-,100.00000,LLSASB
BANC-2018-CRE3,2018-03-13,CMBS,BANC-2018-CRE3,USOA,BANC,A,USD,164.305,2.53,-,Aaa,-,-,AAA,-,-,46.00%,-,Floating,1mL,-,-,85,1mL+85,-,100.00000,LLSASB
