Unnamed: 0,Issuance_Date,Asset_Class,Deal_Name,Region,Ticker,Tranche,Currency,Size(M),WAL,WALX,Moodys,S&P,Fitch,DBRS,Kroll,MorningStar,C/E,LTV,TYPE,Bench,Guidance-L,Guidance-H,Spread,Coupon,Yield,Issue_Price,Market_Type,ReinvestmentPeriod
AIMCO-2014-A,2014-05-12,CLOS,AIMCO-2014-A,USOA,AIMCO,B-2,USD,3.000,-,-,-,AA,-,-,-,-,-,-,Floating,3mL,-,-,-,220,-,-,BS,-
AIMCO-2014-A,2014-05-12,CLOS,AIMCO-2014-A,USOA,AIMCO,C-1,USD,30.000,-,-,-,A,-,-,-,-,-,-,Floating,3mL,-,-,-,325,-,-,BS,-
LCM-XVI,2014-05-12,CLOS,LCM-XVI,USOA,LCM,X,USD,4.500,-,-,-,AAA,AAA,-,-,-,-,-,Floating,3mL,-,-,-,100,-,-,BS,-
AIMCO-2014-A,2014-05-12,CLOS,AIMCO-2014-A,USOA,AIMCO,D,USD,28.050,-,-,-,BBB,-,-,-,-,-,-,Floating,3mL,-,-,-,425,-,-,BS,-
LCM-XVI,2014-05-12,CLOS,LCM-XVI,USOA,LCM,B,USD,84.700,-,-,-,AA,-,-,-,-,-,-,Floating,3mL,-,-,-,200,-,-,BS,-
LCM-XVI,2014-05-12,CLOS,LCM-XVI,USOA,LCM,Equity,USD,71.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BS,-
LCM-XVI,2014-05-12,CLOS,LCM-XVI,USOA,LCM,E,USD,33.600,-,-,-,BB-,-,-,-,-,-,-,Floating,3mL,-,-,-,460,-,-,BS,-
LCM-XVI,2014-05-12,CLOS,LCM-XVI,USOA,LCM,D,USD,34.300,-,-,-,BBB,-,-,-,-,-,-,Floating,3mL,-,-,-,360,-,-,BS,-
LCM-XVI,2014-05-12,CLOS,LCM-XVI,USOA,LCM,C,USD,56.000,-,-,-,A,-,-,-,-,-,-,Floating,3mL,-,-,-,285,-,-,BS,-
AIMCO-2014-A,2014-05-12,CLOS,AIMCO-2014-A,USOA,AIMCO,A,USD,343.750,-,-,-,AAA,-,-,-,-,-,-,Floating,3mL,-,-,-,154,-,-,BS,-
LCM-XVI,2014-05-12,CLOS,LCM-XVI,USOA,LCM,A,USD,441.000,-,-,-,AAA,AAA,-,-,-,-,-,Floating,3mL,-,-,-,150,-,-,BS,-
AIMCO-2014-A,2014-05-12,CLOS,AIMCO-2014-A,USOA,AIMCO,E,USD,24.200,-,-,-,BB,-,-,-,-,-,-,Floating,3mL,-,-,-,625,-,-,BS,-
GCBDC-2014,2014-05-15,CLOS,GCBDC-2014,USOA,GCBDC,A-2,USD,20.000,-,-,Aaa,AAA,-,-,-,-,-,-,Floating,3mL,-,-,-,145,-,-,MM,-
GCBDC-2014,2014-05-15,CLOS,GCBDC-2014,USOA,GCBDC,B,USD,35.000,-,-,Aa2,AA,-,-,-,-,-,-,Floating,3mL,-,-,-,250,-,-,MM,-
CECLO-21,2014-05-15,CLOS,CECLO-21,USOA,CECLO,A-1B,USD,250.000,-,-,Aaa,AAA,-,-,-,-,-,-,Floating,3mL,-,-,-,149,-,-,BS,-
CECLO-21,2014-05-15,CLOS,CECLO-21,USOA,CECLO,Equity,USD,54.050,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BS,-
CECLO-21,2014-05-15,CLOS,CECLO-21,USOA,CECLO,E,USD,12.000,-,-,-,B,-,-,-,-,-,-,Floating,3mL,-,-,-,735,-,-,BS,-
CECLO-21,2014-05-15,CLOS,CECLO-21,USOA,CECLO,D,USD,24.000,-,-,-,BB,-,-,-,-,-,-,Floating,3mL,-,-,-,625,-,-,BS,-
CECLO-21,2014-05-15,CLOS,CECLO-21,USOA,CECLO,B,USD,39.000,-,-,-,A,-,-,-,-,-,-,Floating,3mL,-,-,-,320,-,-,BS,-
CECLO-21,2014-05-15,CLOS,CECLO-21,USOA,CECLO,A-1A,USD,137.000,-,-,Aaa,AAA,-,-,-,-,-,-,Floating,3mL,-,-,-,149,-,-,BS,-
CECLO-21,2014-05-15,CLOS,CECLO-21,USOA,CECLO,A2B,USD,10.000,-,-,-,AA,-,-,-,-,-,-,Fixed,-,-,-,-,0.04%,-,-,BS,-
CECLO-21,2014-05-15,CLOS,CECLO-21,USOA,CECLO,A-2A,USD,62.000,-,-,-,AA,-,-,-,-,-,-,Floating,3mL,-,-,-,200,-,-,BS,-
GCBDC-2014,2014-05-15,CLOS,GCBDC-2014,USOA,GCBDC,Equity,USD,118.290,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,MM,-
GCBDC-2014,2014-05-15,CLOS,GCBDC-2014,USOA,GCBDC,C,USD,37.500,-,-,A2,-,-,-,-,-,-,-,Floating,3mL,-,-,-,350,-,-,MM,-
GCBDC-2014,2014-05-15,CLOS,GCBDC-2014,USOA,GCBDC,A-1,USD,191.000,-,-,Aaa,AAA,-,-,-,-,-,-,Floating,3mL,-,-,-,175,-,-,MM,-
CECLO-21,2014-05-15,CLOS,CECLO-21,USOA,CECLO,C,USD,33.000,-,-,-,BBB,-,-,-,-,-,-,Floating,3mL,-,-,-,437,-,-,BS,-
CGMS-2014-2,2014-05-22,CLOS,CGMS-2014-2,USOA,CGMS,E,USD,26.400,-,-,-,BB,-,-,-,-,-,-,Floating,3mL,-,-,-,475,-,-,BS,-
CGMS-2014-2,2014-05-22,CLOS,CGMS-2014-2,USOA,CGMS,Equity,USD,51.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BS,-
OCP-2014-6,2014-05-22,CLOS,OCP-2014-6,USOA,OCP,D,USD,47.000,-,-,-,BB,-,-,-,-,-,-,Floating,3mL,-,-,-,652,-,-,BS,-
OCP-2014-6,2014-05-22,CLOS,OCP-2014-6,USOA,OCP,C,USD,52.750,-,-,-,BBB,-,-,-,-,-,-,Floating,3mL,-,-,-,435,-,-,BS,-
CGMS-2014-2,2014-05-22,CLOS,CGMS-2014-2,USOA,CGMS,F,USD,11.600,-,-,-,B,-,-,-,-,-,-,Floating,3mL,-,-,-,550,-,-,BS,-
GALL-2014-1,2014-05-22,CLOS,GALL-2014-1,USOA,GALL,A,USD,227.500,-,-,Aaa,-,-,-,-,-,-,-,Floating,3mL,-,-,-,127,-,-,BS,-
GALL-2014-1,2014-05-22,CLOS,GALL-2014-1,USOA,GALL,B-1,USD,29.400,-,-,Aa2,-,-,-,-,-,-,-,Floating,3mL,-,-,-,205,-,-,BS,-
GALL-2014-1,2014-05-22,CLOS,GALL-2014-1,USOA,GALL,X,USD,2.250,-,-,Aaa,-,-,-,-,-,-,-,Floating,3mL,-,-,-,100,-,-,BS,-
GALL-2014-1,2014-05-22,CLOS,GALL-2014-1,USOA,GALL,C,USD,20.000,-,-,A2,-,-,-,-,-,-,-,Floating,3mL,-,-,-,290,-,-,BS,-
CGMS-2014-2,2014-05-22,CLOS,CGMS-2014-2,USOA,CGMS,D,USD,31.500,-,-,-,BBB,-,-,-,-,-,-,Floating,3mL,-,-,-,350,-,-,BS,-
GALL-2014-1,2014-05-22,CLOS,GALL-2014-1,USOA,GALL,B-2,USD,4.600,-,-,Aa2,-,-,-,-,-,-,-,Fixed,-,-,-,-,3.79%,-,-,BS,-
CGMS-2014-2,2014-05-22,CLOS,CGMS-2014-2,USOA,CGMS,C,USD,40.000,-,-,-,A,-,-,-,-,-,-,Floating,3mL,-,-,-,285,-,-,BS,-
OCP-2014-6,2014-05-22,CLOS,OCP-2014-6,USOA,OCP,A2B,USD,48.500,-,-,-,AA,-,-,-,-,-,-,Floating,3mL,-,-,-,225,-,-,BS,-
CGMS-2014-2,2014-05-22,CLOS,CGMS-2014-2,USOA,CGMS,B-1,USD,37.000,-,-,-,AA,-,-,-,-,-,-,Floating,3mL,-,-,-,200,-,-,BS,-
GALL-2014-1,2014-05-22,CLOS,GALL-2014-1,USOA,GALL,F,USD,6.000,-,-,B2,-,-,-,-,-,-,-,Floating,3mL,-,-,-,575,-,-,BS,-
GALL-2014-1,2014-05-22,CLOS,GALL-2014-1,USOA,GALL,Equity,USD,25.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BS,-
OCP-2014-6,2014-05-22,CLOS,OCP-2014-6,USOA,OCP,A-1A,USD,365.500,-,-,Aaa,AAA,-,-,-,-,-,-,Floating,3mL,-,-,-,145,-,-,BS,-
OCP-2014-6,2014-05-22,CLOS,OCP-2014-6,USOA,OCP,A-1B,USD,193.000,-,-,Aaa,AAA,-,-,-,-,-,-,Floating,3mL,-,-,-,150,-,-,BS,-
CGMS-2014-2,2014-05-22,CLOS,CGMS-2014-2,USOA,CGMS,B-2,USD,43.000,-,-,-,AA,-,-,-,-,-,-,Floating,3mL,-,-,-,205,-,-,BS,-
OCP-2014-6,2014-05-22,CLOS,OCP-2014-6,USOA,OCP,A-2A,USD,63.750,-,-,-,AA,-,-,-,-,-,-,Floating,3mL,-,-,-,225,-,-,BS,-
OCP-2014-6,2014-05-22,CLOS,OCP-2014-6,USOA,OCP,A-1L,USD,50.000,-,-,Aaa,AAA,-,-,-,-,-,-,Floating,3mL,-,-,-,135,-,-,BS,-
OCP-2014-6,2014-05-22,CLOS,OCP-2014-6,USOA,OCP,B,USD,68.500,-,-,-,A,-,-,-,-,-,-,Floating,3mL,-,-,-,335,-,-,BS,-
GALL-2014-1,2014-05-22,CLOS,GALL-2014-1,USOA,GALL,E,USD,17.500,-,-,Ba3,-,-,-,-,-,-,-,Floating,3mL,-,-,-,567,-,-,BS,-
GALL-2014-1,2014-05-22,CLOS,GALL-2014-1,USOA,GALL,D,USD,25.000,-,-,Baa3,-,-,-,-,-,-,-,Floating,3mL,-,-,-,376,-,-,BS,-
OCP-2014-6,2014-05-22,CLOS,OCP-2014-6,USOA,OCP,E,USD,20.750,-,-,-,B,-,-,-,-,-,-,Floating,3mL,-,-,-,787,-,-,BS,-
CGMS-2014-2,2014-05-22,CLOS,CGMS-2014-2,USOA,CGMS,A,USD,377.000,-,-,Aaa,AAA,-,-,-,-,-,-,Floating,3mL,-,-,-,147,-,-,BS,-
REGT-IV,2014-05-23,CLOS,REGT-IV,USOA,REGT,F,USD,10.000,-,-,B3,-,-,-,-,-,-,-,Floating,3mL,-,-,-,775,-,-,BS,-
ATCLO-V,2014-05-23,CLOS,ATCLO-V,USOA,ATCLO,Equity,USD,51.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BS,-
ATCLO-V,2014-05-23,CLOS,ATCLO-V,USOA,ATCLO,E,USD,26.700,-,-,-,BB-,-,-,-,-,-,-,Floating,3mL,-,-,-,641,-,-,BS,-
ATCLO-V,2014-05-23,CLOS,ATCLO-V,USOA,ATCLO,C,USD,42.500,-,-,-,A,-,-,-,-,-,-,Floating,3mL,-,-,-,330,-,-,BS,-
ATCLO-V,2014-05-23,CLOS,ATCLO-V,USOA,ATCLO,B,USD,52.500,-,-,-,AA,-,-,-,-,-,-,Floating,3mL,-,-,-,220,-,-,BS,-
REGT-IV,2014-05-23,CLOS,REGT-IV,USOA,REGT,A-1,USD,291.000,-,-,Aaa,-,AAA,-,-,-,-,-,Floating,3mL,-,-,-,151,-,-,BS,-
ATCLO-V,2014-05-23,CLOS,ATCLO-V,USOA,ATCLO,A,USD,310.500,-,-,Aaa,AAA,-,-,-,-,-,-,Floating,3mL,-,-,-,155,-,-,BS,-
REGT-IV,2014-05-23,CLOS,REGT-IV,USOA,REGT,A-2,USD,79.500,-,-,Aaa,-,AAA,-,-,-,-,-,Floating,3mL,-,-,-,153,-,-,BS,-
REGT-IV,2014-05-23,CLOS,REGT-IV,USOA,REGT,X,USD,3.500,-,-,Aaa,-,AAA,-,-,-,-,-,Floating,3mL,-,-,-,100,-,-,BS,-
REGT-IV,2014-05-23,CLOS,REGT-IV,USOA,REGT,B,USD,75.000,-,-,Aa2,-,-,-,-,-,-,-,Floating,3mL,-,-,-,225,-,-,BS,-
REGT-IV,2014-05-23,CLOS,REGT-IV,USOA,REGT,C,USD,37.500,-,-,A2,-,-,-,-,-,-,-,Floating,3mL,-,-,-,325,-,-,BS,-
ATCLO-V,2014-05-23,CLOS,ATCLO-V,USOA,ATCLO,D,USD,27.300,-,-,-,BBB,-,-,-,-,-,-,Floating,3mL,-,-,-,430,-,-,BS,-
REGT-IV,2014-05-23,CLOS,REGT-IV,USOA,REGT,E,USD,33.750,-,-,Ba3,-,-,-,-,-,-,-,Floating,3mL,-,-,-,645,-,-,BS,-
REGT-IV,2014-05-23,CLOS,REGT-IV,USOA,REGT,Equity,USD,57.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BS,-
REGT-IV,2014-05-23,CLOS,REGT-IV,USOA,REGT,D,USD,38.250,-,-,Baa3,-,-,-,-,-,-,-,Floating,3mL,-,-,-,430,-,-,BS,-
JTWN-IV,2014-05-28,CLOS,JTWN-IV,USOA,JTWN,A-1A,USD,257.000,-,-,Aaa,-,AAA,-,-,-,-,-,Floating,3mL,-,-,-,150,-,-,BS,-
JTWN-IV,2014-05-28,CLOS,JTWN-IV,USOA,JTWN,Equity,USD,58.280,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BS,-
JTWN-IV,2014-05-28,CLOS,JTWN-IV,USOA,JTWN,E,USD,5.400,-,-,B2,-,-,-,-,-,-,-,Floating,3mL,-,-,-,770,-,-,BS,-
JTWN-IV,2014-05-28,CLOS,JTWN-IV,USOA,JTWN,D,USD,33.600,-,-,Ba3,-,-,-,-,-,-,-,Floating,3mL,-,-,-,645,-,-,BS,-
JTWN-IV,2014-05-28,CLOS,JTWN-IV,USOA,JTWN,C,USD,36.000,-,-,Baa3,-,-,-,-,-,-,-,Floating,3mL,-,-,-,435,-,-,BS,-
JTWN-IV,2014-05-28,CLOS,JTWN-IV,USOA,JTWN,B,USD,26.400,-,-,A2,-,-,-,-,-,-,-,Floating,3mL,-,-,-,325,-,-,BS,-
JTWN-IV,2014-05-28,CLOS,JTWN-IV,USOA,JTWN,A-2,USD,73.800,-,-,Aa2,-,-,-,-,-,-,-,Floating,3mL,-,-,-,215,-,-,BS,-
JTWN-IV,2014-05-28,CLOS,JTWN-IV,USOA,JTWN,A-1L,USD,50.000,-,-,Aaa,-,AAA,-,-,-,-,-,Floating,3mL,-,-,-,150,-,-,BS,-
JTWN-IV,2014-05-28,CLOS,JTWN-IV,USOA,JTWN,A-1C,USD,77.000,-,-,Aaa,-,AAA,-,-,-,-,-,Floating,3mL,-,-,-,150,-,-,BS,-
GALXY-XVII,2014-05-30,CLOS,GALXY-XVII,USOA,GALXY,Sub,B,USD,0.250,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BS,-
GALXY-XVII,2014-05-30,CLOS,GALXY-XVII,USOA,GALXY,Sub,A,USD,50.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BS,-
GALXY-XVII,2014-05-30,CLOS,GALXY-XVII,USOA,GALXY,E,USD,19.800,-,-,-,BB,-,-,-,-,-,-,Floating,3mL,-,-,-,630,-,-,BS,-
GALXY-XVII,2014-05-30,CLOS,GALXY-XVII,USOA,GALXY,D,USD,22.950,-,-,-,BBB,-,-,-,-,-,-,Floating,3mL,-,-,-,425,-,-,BS,-
GALXY-XVII,2014-05-30,CLOS,GALXY-XVII,USOA,GALXY,C-1,USD,27.000,-,-,-,A,-,-,-,-,-,-,Floating,3mL,-,-,-,315,-,-,BS,-
GALXY-XVII,2014-05-30,CLOS,GALXY-XVII,USOA,GALXY,B,USD,58.050,-,-,-,AA,-,-,-,-,-,-,Floating,3mL,-,-,-,215,-,-,BS,-
GALXY-XVII,2014-05-30,CLOS,GALXY-XVII,USOA,GALXY,A,USD,279.900,-,-,-,AAA,-,-,-,-,-,-,Floating,3mL,-,-,-,148,-,-,BS,-
GALXY-XVII,2014-05-30,CLOS,GALXY-XVII,USOA,GALXY,C-2,USD,7.200,-,-,-,A,-,-,-,-,-,-,Fixed,-,-,-,-,0.05%,-,-,BS,-
KVK-2014-2,2014-06-02,CLOS,KVK-2014-2,USOA,KVK,B,USD,67.500,-,-,-,AA,-,-,-,-,-,-,Floating,3mL,-,-,-,215,-,-,BS,-
KVK-2014-2,2014-06-02,CLOS,KVK-2014-2,USOA,KVK,A,USD,378.000,-,-,Aaa,AAA,-,-,-,-,-,-,Floating,3mL,-,-,-,155,-,-,BS,-
KVK-2014-2,2014-06-02,CLOS,KVK-2014-2,USOA,KVK,C,USD,50.000,-,-,-,A,-,-,-,-,-,-,Floating,3mL,-,-,-,300,-,-,BS,-
KVK-2014-2,2014-06-02,CLOS,KVK-2014-2,USOA,KVK,E,USD,28.000,-,-,-,BB,-,-,-,-,-,-,Floating,3mL,-,-,-,475,-,-,BS,-
KVK-2014-2,2014-06-02,CLOS,KVK-2014-2,USOA,KVK,Equity,USD,60.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BS,-
KVK-2014-2,2014-06-02,CLOS,KVK-2014-2,USOA,KVK,X,USD,4.000,-,-,Aaa,AAA,-,-,-,-,-,-,Floating,3mL,-,-,-,100,-,-,BS,-
KVK-2014-2,2014-06-02,CLOS,KVK-2014-2,USOA,KVK,D,USD,32.000,-,-,-,BBB,-,-,-,-,-,-,Floating,3mL,-,-,-,375,-,-,BS,-
BLUEM-2014-2,2014-06-03,CLOS,BLUEM-2014-2,USOA,BLUEM,B-2,USD,17.000,6.00,-,-,AA,-,-,-,-,-,-,Fixed,-,-,-,-,0.04%,-,-,Other,-
OAKC-X,2014-06-03,CLOS,OAKC-X,USOA,OAKC,B,USD,93.750,-,-,-,-,-,-,-,-,-,-,Floating,3mL,-,-,-,210,-,-,BS,-
KGLND-VII,2014-06-03,CLOS,KGLND-VII,USOA,KGLND,B,USD,48.500,-,-,Aa2,-,AA,-,-,-,-,-,Floating,3mL,-,-,-,220,-,-,BS,-
KGLND-VII,2014-06-03,CLOS,KGLND-VII,USOA,KGLND,A,USD,297.000,-,-,Aaa,-,AAA,-,-,-,-,-,Floating,3mL,-,-,-,150,-,-,BS,-
OAKC-X,2014-06-03,CLOS,OAKC-X,USOA,OAKC,C,USD,37.750,-,-,-,-,-,-,-,-,-,-,Floating,3mL,-,-,-,310,-,-,BS,-
OAKC-X,2014-06-03,CLOS,OAKC-X,USOA,OAKC,X,USD,4.000,-,-,-,-,AAA,-,-,-,-,-,Floating,3mL,-,-,-,100,-,-,BS,-
OAKC-X,2014-06-03,CLOS,OAKC-X,USOA,OAKC,Equity,USD,73.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BS,-
OAKC-X,2014-06-03,CLOS,OAKC-X,USOA,OAKC,E,USD,49.750,-,-,-,-,-,-,-,-,-,-,Floating,3mL,-,-,-,615,-,-,BS,-
OAKC-X,2014-06-03,CLOS,OAKC-X,USOA,OAKC,D,USD,49.000,-,-,-,-,-,-,-,-,-,-,Floating,3mL,-,-,-,415,-,-,BS,-
OAKC-X,2014-06-03,CLOS,OAKC-X,USOA,OAKC,A,USD,463.500,-,-,-,-,AAA,-,-,-,-,-,Floating,3mL,-,-,-,147,-,-,BS,-
BLUEM-2014-2,2014-06-03,CLOS,BLUEM-2014-2,USOA,BLUEM,A,USD,340.000,6.00,-,Aaa,AAA,-,-,-,-,-,-,Floating,3mL,-,-,-,145.5,-,-,Other,-
BLUEM-2014-2,2014-06-03,CLOS,BLUEM-2014-2,USOA,BLUEM,F,USD,16.300,6.00,-,-,B,-,-,-,-,-,-,Floating,3mL,-,-,-,550,-,-,Other,-
KGLND-VII,2014-06-03,CLOS,KGLND-VII,USOA,KGLND,D,USD,17.750,-,-,-,-,BBB,-,-,-,-,-,Fixed,-,-,-,-,0.07%,-,-,BS,-
BLUEM-2014-2,2014-06-03,CLOS,BLUEM-2014-2,USOA,BLUEM,B-1,USD,43.050,6.00,-,-,AA,-,-,-,-,-,-,Floating,3mL,-,-,-,200,-,-,Other,-
KGLND-VII,2014-06-03,CLOS,KGLND-VII,USOA,KGLND,Equity,USD,74.750,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BS,-
OAKC-X,2014-06-03,CLOS,OAKC-X,USOA,OAKC,F,USD,6.250,-,-,-,-,-,-,-,-,-,-,Fixed,-,-,-,-,0.05%,-,-,BS,-
KGLND-VII,2014-06-03,CLOS,KGLND-VII,USOA,KGLND,E,USD,21.500,-,-,-,-,BB,-,-,-,-,-,Fixed,-,-,-,-,0.09%,-,-,BS,-
BLUEM-2014-2,2014-06-03,CLOS,BLUEM-2014-2,USOA,BLUEM,C,USD,45.250,6.00,-,-,A,-,-,-,-,-,-,Floating,3mL,-,-,-,285,-,-,Other,-
BLUEM-2014-2,2014-06-03,CLOS,BLUEM-2014-2,USOA,BLUEM,D,USD,27.300,6.00,-,-,BBB,-,-,-,-,-,-,Floating,3mL,-,-,-,345,-,-,Other,-
BLUEM-2014-2,2014-06-03,CLOS,BLUEM-2014-2,USOA,BLUEM,Equity,USD,43.600,6.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Other,-
BLUEM-2014-2,2014-06-03,CLOS,BLUEM-2014-2,USOA,BLUEM,E,USD,22.250,6.00,-,-,BB,-,-,-,-,-,-,Floating,3mL,-,-,-,495,-,-,Other,-
KGLND-VII,2014-06-03,CLOS,KGLND-VII,USOA,KGLND,C,USD,21.500,-,-,-,-,A,-,-,-,-,-,Fixed,-,-,-,-,0.06%,-,-,BS,-
FLAT-2014-1,2014-06-05,CLOS,FLAT-2014-1,USOA,FLAT,Equity,USD,46.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BS,-
NSLP-(1),2014-06-05,CLOS,NSLP-(1),USOA,NSLP,A-1,USD,193.500,-,-,Aaa,-,-,-,-,-,-,-,Floating,3mL,-,-,-,175,-,-,MM,-
NSLP-(1),2014-06-05,CLOS,NSLP-(1),USOA,NSLP,Equity,USD,40.670,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,MM,-
NSLP-(1),2014-06-05,CLOS,NSLP-(1),USOA,NSLP,E,USD,27.000,-,-,Ba3,-,-,-,-,-,-,-,Floating,3mL,-,-,-,735,-,-,MM,-
NSLP-(1),2014-06-05,CLOS,NSLP-(1),USOA,NSLP,B-2,USD,5.000,-,-,Aa2,-,-,-,-,-,-,-,Fixed,-,-,-,-,0.05%,-,-,MM,-
NSLP-(1),2014-06-05,CLOS,NSLP-(1),USOA,NSLP,C-1,USD,28.500,-,-,A2,-,-,-,-,-,-,-,Floating,3mL,-,-,-,370,-,-,MM,-
NSLP-(1),2014-06-05,CLOS,NSLP-(1),USOA,NSLP,F,USD,9.000,-,-,B2,-,-,-,-,-,-,-,Floating,3mL,-,-,-,800,-,-,MM,-
NSLP-(1),2014-06-05,CLOS,NSLP-(1),USOA,NSLP,C-2,USD,5.000,-,-,A2,-,-,-,-,-,-,-,Fixed,-,-,-,-,0.06%,-,-,MM,-
NSLP-(1),2014-06-05,CLOS,NSLP-(1),USOA,NSLP,A-2,USD,40.000,-,-,Aaa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,MM,-
FLAT-2014-1,2014-06-05,CLOS,FLAT-2014-1,USOA,FLAT,D,USD,18.500,-,-,Ba3,-,-,-,-,-,-,-,Floating,3mL,-,-,-,615,-,-,BS,-
NSLP-(1),2014-06-05,CLOS,NSLP-(1),USOA,NSLP,B-1,USD,32.750,-,-,Aa2,-,-,-,-,-,-,-,Floating,3mL,-,-,-,260,-,-,MM,-
NSLP-(1),2014-06-05,CLOS,NSLP-(1),USOA,NSLP,D,USD,28.000,-,-,Baa3,-,-,-,-,-,-,-,Floating,3mL,-,-,-,477,-,-,MM,-
FLAT-2014-1,2014-06-05,CLOS,FLAT-2014-1,USOA,FLAT,C,USD,25.500,-,-,Baa3,-,-,-,-,-,-,-,Floating,3mL,-,-,-,415,-,-,BS,-
FLAT-2014-1,2014-06-05,CLOS,FLAT-2014-1,USOA,FLAT,A-2,USD,45.500,-,-,Aa2,-,-,-,-,-,-,-,Floating,3mL,-,-,-,190,-,-,BS,-
FLAT-2014-1,2014-06-05,CLOS,FLAT-2014-1,USOA,FLAT,A-1,USD,256.000,-,-,Aaa,-,AAA,-,-,-,-,-,Floating,3mL,-,-,-,140,-,-,BS,-
FLAT-2014-1,2014-06-05,CLOS,FLAT-2014-1,USOA,FLAT,B,USD,21.000,-,-,A2,-,-,-,-,-,-,-,Floating,3mL,-,-,-,310,-,-,BS,-
ACAS-2014-1,2014-06-06,CLOS,ACAS-2014-1,USOA,ACAS,B-1,USD,50.000,-,-,Aa2,AA,-,-,-,-,-,-,Floating,3mL,-,-,-,210,-,-,BS,-
ACAS-2014-1,2014-06-06,CLOS,ACAS-2014-1,USOA,ACAS,Equity,USD,51.750,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BS,-
ACAS-2014-1,2014-06-06,CLOS,ACAS-2014-1,USOA,ACAS,E,USD,29.500,-,-,Ba2,-,-,-,-,-,-,-,Floating,3mL,-,-,-,495,-,-,BS,-
ACAS-2014-1,2014-06-06,CLOS,ACAS-2014-1,USOA,ACAS,D,USD,34.250,-,-,Baa3,-,-,-,-,-,-,-,Floating,3mL,-,-,-,360,-,-,BS,-
ACAS-2014-1,2014-06-06,CLOS,ACAS-2014-1,USOA,ACAS,C,USD,45.000,-,-,A2,-,-,-,-,-,-,-,Floating,3mL,-,-,-,290,-,-,BS,-
ACAS-2014-1,2014-06-06,CLOS,ACAS-2014-1,USOA,ACAS,B-2,USD,21.250,-,-,Aa2,AA,-,-,-,-,-,-,Fixed,-,-,-,-,0.04%,-,-,BS,-
ACAS-2014-1,2014-06-06,CLOS,ACAS-2014-1,USOA,ACAS,F,USD,13.000,-,-,B2,-,-,-,-,-,-,-,Floating,3mL,-,-,-,590,-,-,BS,-
ACAS-2014-1,2014-06-06,CLOS,ACAS-2014-1,USOA,ACAS,A,USD,374.000,-,-,Aaa,AAA,-,-,-,-,-,-,Floating,3mL,-,-,-,115,-,-,BS,-
ALMLF-XIV,2014-06-06,CLOS,ALMLF-XIV,USOA,ALMLF,Preferred,USD,157.350,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BS,-
ALMLF-XIV,2014-06-06,CLOS,ALMLF-XIV,USOA,ALMLF,D,USD,100.100,-,-,Ba3,-,-,-,-,-,-,-,Floating,3mL,-,-,-,485,-,-,BS,-
ALMLF-XIV,2014-06-06,CLOS,ALMLF-XIV,USOA,ALMLF,B,USD,83.930,-,-,A2,-,-,-,-,-,-,-,Floating,3mL,-,-,-,295,-,-,BS,-
ALMLF-XIV,2014-06-06,CLOS,ALMLF-XIV,USOA,ALMLF,A-2,USD,163.230,-,-,Aa2,-,-,-,-,-,-,-,Floating,3mL,-,-,-,210,-,-,BS,-
ALMLF-XIV,2014-06-06,CLOS,ALMLF-XIV,USOA,ALMLF,A-1,USD,930.000,-,-,Aaa,-,AAA,-,-,-,-,-,Floating,3mL,-,-,-,143,-,-,BS,-
ALMLF-XIV,2014-06-06,CLOS,ALMLF-XIV,USOA,ALMLF,C,USD,107.500,-,-,Baa3,-,-,-,-,-,-,-,Floating,3mL,-,-,-,345,-,-,BS,-
CERB-II,2014-06-09,CLOS,CERB-II,USOA,CERB,A-R,USD,35.000,-,-,Aaa,-,-,-,-,-,-,-,Floating,3mL,-,-,-,250,-,-,Other,-
AVOCE-(1),2014-06-09,CLOS,AVOCE-(1),USOA,AVOCE,Equity,USD,60.550,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BS,-
